Age,Material,Diameter,Slope,Depth,Length,Soil PH,Soil Type,Road Type,Condition Rating
75,VCP,18,0.45,13.79,351.0079202,8.2,Clay,Street,3
91,VCP,8,0.36,17.35,78.96774215,5.4,Sand,Highway,2
58,RC,8,0.29,16.53,152.7250274,8.2,Clay,Highway,3
64,PVC,8,0.47,7,291.818516,4.8,Sand,Street,3
71,VCP,6,1.951584884,5,316.771236,5.3,Sand,Highway,1
64,VCP,8,0.01,11.59,275.9372306,5.3,Clay,Street,3
39,VCP,10,0.39,15,194.4423907,5.5,Sand,Street,3
61,VCP,8,0.2,7,296.99,5.7,Sand,Street,4
68,RC,8,0.4,8.85,180.9728616,4.8,Sand,Street,3
60,PVC,8,1,8,180.6773539,8.2,Loam,Street,1
72,VCP,8,0.84,7.21,309.99,5.7,Sand,Street,4
16,PVC,12,0.22,10.77,564.2432803,8.2,Clay,Street,2
17,PVC,15,0.32,7,157.3226457,8.2,Gravel,Alley,1
57,PVC,8,0.65,12,349.405723,5.7,Sand,Highway,1
57,VCP,8,1.19,9.13,776.9677853,7.5,Sand,Street,3
21,VCP,10,0.8,7,194.4460511,7.9,Sand,Street,2
71,VCP,8,0.98,7,339.89,4.8,Sand,Street,3
12,RC,8,3,8.31,139.651517,5.7,Sand,Street,1
62,VCP,8,0.39,8.58,179.9268137,6.8,Clay,Easement,1
57,VCP,27,0.3,11.16963491,215.9898385,5.8,Loam,Alley,3
65,VCP,10,0.1,10.77,316.5315603,4.8,Sand,Street,3
46,PVC,8,0.5,7,317.99,4.8,Sand,Street,1
76,VCP,24,0.25,6,2197.961671,5.7,Loam,Highway,1
65,PVC,8,0.05,8,60.2928199,5.7,Clay,Street,1
72,VCP,8,0.22,10,154.9015498,6.5,Sand,Street,1
11,VCP,8,0.686801812,10.77,422.4278431,8.2,Clay,Street,1
64,PVC,8,3,5,167.985029,8.2,Clay,Street,1
39,PVC,8,0.17,12.14,289.6743605,7.5,Rock,Street,1
36,PVC,12,0.32,15,159.7032899,8.2,Clay,Street,1
66,VCP,12,0.6,5,347.9911466,8.2,Clay,Street,1
47,PVC,12,0.18,15.16,329.99,5.5,Loam,Street,2
65,VCP,8,3,7,151.5798683,5.4,Sand,Alley,2
71,VCP,8,2.5,5,272.9928023,7.9,Clay,Street,3
66,VCP,6,0.49,5,304.1420838,5.7,Sand,Street,5
55,VCP,8,0.3,10.22,750.5283508,5.7,Rock,Street,2
24,VCP,8,1.12,5,140.8319464,4.8,Sand,Alley,3
24,PVC,8,1,7,268.99,8.2,Clay,Street,3
20,PVC,8,0.3,8.85,153.9895035,8.2,Sand,Street,1
34,PVC,6,0.21,14.33,280.0652133,8.2,Clay,Street,1
54,VCP,8,1,7,372.8638313,7.9,Clay,Street,3
30,VCP,72,0.56,7,53.96605481,8.2,Loam,Alley,1
56,PVC,8,0.35,7,289.3516748,6.8,Sand,Highway,1
25,PVC,8,0.35,6.035146791,333.9589276,8.2,Sand,Street,1
64,VCP,8,0.3,7,50.78034969,7.9,Sand,Street,5
66,VCP,8,1.8,4.75,310.0818595,6.8,Sand,Alley,1
25,RC,8,2.45077282,8.58,315.4372059,7.9,Clay,Street,1
18,PVC,8,0.19,13,307.4988229,7.9,Clay,Street,1
38,PVC,15,0.39,10,103.052653,5.4,Sand,Highway,1
37,VCP,8,0.29,11.32,261.2790109,5.4,Sand,Street,1
49,PVC,21,0.120775671,8.03,346.130124,6.8,Sand,Alley,3
58,RC,27,0.36,7,250.6727913,5.3,Sand,Highway,2
10,RC,12,0.4,8.85,320.9901706,7.5,Sand,Street,1
14,VCP,8,0.39,7,279.79,8.2,Clay,Street,1
36,VCP,8,0.66,12,70.03351974,6.85,Rock,Street,3
8,PVC,8,0.31,8,269.9393032,7.9,Clay,Street,1
36,VCP,30,0.23,8.85,336.6285952,6.8,Clay,Street,3
67,VCP,10,0.5,7,193.681099,7.9,Loam,Street,3
21,VCP,8,0.4,10,149.1502659,6.85,Sand,Street,1
20,PVC,18,4.2,5,32.79142967,8.2,Sand,Alley,1
65,VCP,8,0.4,10,338.6199722,5.7,Sand,Street,2
65,RC,8,0.4,10,62.64482824,5.4,Clay,Street,1
65,RC,8,4,5,60.61906673,8.2,Clay,Street,1
36,VCP,8,0.35,8.58,278.9280973,5.8,Gravel,Street,3
57,VCP,8,0.2,10,364.4579261,6.9,Clay,Highway,3
64,VCP,8,0.39,8.58,83.39390532,7.9,Sand,Street,3
65,VCP,10,0.1,8.85,315.1905231,7.9,Clay,Alley,1
59,PVC,30,0.4,8.58,599.1096017,8.2,Clay,Alley,3
52,VCP,10,0.2,8.58,298,6.9,Sand,Street,3
49,PVC,8,1.26,7,180.6946935,5.4,Sand,Street,3
23,VCP,12,0.19,14.33,123.001073,7.9,Clay,Alley,3
14,PVC,8,0.5,8,201.3477362,7.9,Clay,Alley,1
20,PVC,6,0.5,12.42,217.1619271,7.9,Sand,Street,1
68,VCP,8,0.36,6.481786773,208.2944499,6.9,Sand,Alley,3
15,PVC,8,0.38,5,155.85,8.2,Clay,Street,1
23,PVC,12,0.3,7,324.0457371,8.2,Clay,Street,1
13,PVC,12,0.48,6.94,333.8547164,8.2,Clay,Street,1
42,PVC,8,0.6,5.30090617,57.0279319,7.9,Clay,Street,1
50,RC,8,0.032980755,8.85,127.8628128,6.9,Sand,Easement,1
39,PVC,24,0.31,8.58,330.4759522,6.7,Clay,Street,1
36,VCP,8,0.12,25.52272096,268.99,7.5,Sand,Alley,3
11,PVC,6,5,5,260.966503,8.2,Clay,Street,1
27,PVC,12,0.32,9.13,142.5988971,5.7,Sand,Alley,1
59,VCP,24,0.33,7,196.4634224,5.4,Sand,Street,2
58,VCP,8,0.66,10,132.6810743,7.9,Clay,Street,1
37,PVC,27,0.13,7,316.5005306,6.7,Clay,Highway,2
40,RC,6,0.6,9,770.581748,5.4,Sand,Street,3
64,VCP,6,0.39,8,317.3319781,4.8,Sand,Street,4
43,VCP,8,0.8,11.05,262.0838452,7.9,Sand,Street,1
57,VCP,8,0.29,10,215.1663444,4.1,Sand,Street,3
21,RC,8,0.8,9.4,381.3297076,8.2,Sand,Street,1
17,RC,8,1.2,6.66,249.99,7.9,Gravel,Street,1
81,VCP,10,0.26,8.58,279.4501652,8.2,Clay,Alley,3
29,VCP,8,0.7,5,258.7010709,8.2,Sand,Street,3
22,PVC,8,0.37,11.59,210.6143697,5.8,Sand,Street,1
67,VCP,24,0.4,7.21,149.9666162,6.5,Rock,Street,2
46,VCP,8,0.15,10,981.4176347,4.8,Sand,Street,3
15,PVC,8,0.2,8,249.8643935,8.2,Clay,Street,1
61,VCP,6,0.7,8.85,179.7353212,5.4,Sand,Street,1
49,VCP,8,0.25,16.64889724,154.3841175,5.4,Sand,Easement,3
10,PVC,8,0.3,9.68,112.61,5.4,Clay,Street,1
59,PVC,10,0.02,8.58,349.99,5.4,Sand,Easement,3
59,VCP,8,0.42,8.85,596.9075527,7.5,Sand,Easement,3
43,VCP,12,0.39,7,406.0895227,7.9,Sand,Alley,3
48,VCP,8,0.3,10,225.6578582,7.4,Sand,Alley,1
13,PVC,8,0.25,14.33,120.3770358,8.2,Clay,Street,1
71,VCP,8,0.34,11.32,300.0153489,5.7,Sand,Alley,2
59,VCP,10,1.4,8,507.2416217,6.5,Gravel,Street,1
59,RC,18,0.02,7,980.1615613,5.4,Sand,Street,3
25,PVC,8,0.3,12,334.1050951,6.5,Sand,Easement,1
13,RC,8,0.32,10,295.8320154,7.9,Clay,Alley,1
32,PVC,10,0.49,10,285.381861,6.5,Clay,Street,2
38,VCP,8,0.16,10,334.5474,7.5,Sand,Street,3
38,VCP,8,2,6,258.3325977,4.8,Sand,Alley,3
71,VCP,8,0.034631269,7.48,136.5580224,4.8,Clay,Street,5
57,RC,8,1,5,66.55244605,8.2,Clay,Alley,1
20,PVC,8,0.4,7.21,58.87035601,8.2,Clay,Street,3
67,VCP,10,0.09,8,292.7804984,4.1,Sand,Alley,3
71,VCP,8,0.48,11.32,309.99,4.8,Loam,Street,1
11,PVC,8,1,8.58,152.9227325,8.2,Clay,Highway,1
46,RC,8,0.38,9.13,245.1721717,5.8,Sand,Street,4
60,VCP,10,0.32,8.03,314.4786631,5.4,Clay,Street,3
43,VCP,42,0,12.69,554.2743705,4.8,Sand,Highway,1
59,RC,12,0.28,8,257.9172375,8.2,Clay,Street,3
21,VCP,8,0.4,8,342.8441168,7.9,Loam,Street,1
65,VCP,8,0.4,6.39,338.5290279,6.7,Loam,Alley,1
15,RC,8,2,5,341.9538178,7.9,Clay,Street,1
65,VCP,18,4,8.85,735.7317284,8.2,Clay,Highway,3
61,RC,8,0.4,8,279.9399656,8.2,Rock,Street,3
39,PVC,21,0.4,5,311.3890787,5.7,Loam,Street,1
70,VCP,8,0.4,10,549.5282207,7.4,Clay,Street,3
23,RC,8,1.2,11.32,170.144586,8.2,Clay,Street,1
96,VCP,27,0.3,5,587.6231215,8.2,Clay,Street,3
24,RC,8,0.8,8,613.643238,7.9,Clay,Street,1
72,RC,8,0.25,8.31,231.2964001,4.8,Sand,Alley,1
57,RC,8,2.1,6.66,315.5269007,8.2,Clay,Street,1
95,VCP,12,1,8.85,116.0177425,8.2,Clay,Street,3
64,PVC,8,0.52,9.4,618.9014956,8.2,Clay,Easement,1
14,RC,8,0.39,8,316.4880648,5.7,Sand,Street,3
14,PVC,8,0.34,7,370.5477673,5.7,Sand,Street,1
64,PVC,10,0.006569843,10,98.96536267,5.5,Sand,Street,1
62,PVC,48,0.2,10,200.8800135,7.5,Clay,Street,3
70,VCP,12,0.84,5,633.488865,7.4,Clay,Alley,3
39,VCP,8,0.39,6,291,6.5,Sand,Easement,1
34,PVC,36,0.012,12.42,311.4087373,5.8,Sand,Street,1
72,VCP,8,0.29,11,131.3187171,6.8,Rock,Street,3
57,PVC,8,0.3,8,137.9963209,5.5,Rock,Street,3
28,RC,66,0.6,8.31,495.5711877,8.2,Clay,Street,3
7,PVC,8,4.694567865,11.59,316.4900492,8.2,Clay,Street,1
24,PVC,8,2.03,5.02,90.04157601,6.8,Rock,Street,1
47,PVC,24,0.8,7,265,8.2,Clay,Easement,3
64,PVC,8,2.2,8,275.9712209,8.2,Clay,Highway,3
10,PVC,6,2.191054594,3.1,76.60200998,8.2,Clay,Street,1
37,PVC,12,0.4,8.85,312.3347946,7.5,Sand,Street,4
121,VCP,8,0.55,8,299.8684734,4.1,Sand,Street,3
83,VCP,27,0,10,358.316384,7.9,Sand,Street,4
51,VCP,10,0.3,8.85,299.6128768,8.2,Clay,Highway,1
13,PVC,8,0.41,5,336.9960086,7.9,Clay,Easement,3
46,RC,8,2.4,6.39,459.5391268,8.2,Clay,Alley,1
56,VCP,12,0.2,14.33,429.1217731,4.8,Sand,Street,3
45,PVC,8,5.833869876,4.2,190.1623122,7.9,Sand,Easement,1
18,VCP,8,0.42,8.85,249.6689067,7.5,Sand,Street,5
64,VCP,10,2.608305102,12,402.8081594,7.9,Clay,Alley,3
24,PVC,8,0.5,5,299.99,7.9,Clay,Street,1
90,VCP,8,0.34,5,497.1262014,7.5,Sand,Street,3
34,PVC,8,0.034,9.13,375.1955949,5.4,Sand,Street,3
38,VCP,8,0.8,7,236.6082438,8.2,Sand,Street,1
46,PVC,8,2.339647318,7,72.24814736,5.7,Clay,Alley,1
46,VCP,15,0.2,5.02,337.6481593,8.2,Rock,Street,1
58,VCP,8,0.42,10.22,370.0729181,5.5,Sand,Street,3
65,VCP,8,0.07,8.85,930.5572895,5.8,Sand,Street,3
23,PVC,8,1,8.85,163.0455233,8.2,Clay,Easement,1
59,PVC,8,0.3,7,119.99,7.9,Clay,Easement,1
72,VCP,8,0.5,19.54,284.9671803,6.8,Sand,Street,3
35,VCP,8,1.234797435,2.28,406.8268298,8.2,Clay,Street,1
74,VCP,18,0.39,12,468.7456108,7.9,Sand,Street,3
22,PVC,10,0.52,6,372.7411856,8.2,Clay,Alley,2
26,VCP,24,1.28,7.76,249.0388757,8.2,Clay,Street,1
45,PVC,18,0.4,14.06,296.9543664,7.9,Clay,Street,3
71,VCP,8,0.33,8,233.5925359,6.706692675,Clay,Street,2
66,VCP,8,0.057653315,12.96,82.28944896,4.8,Rock,Street,3
48,VCP,6,0.4,8,261.3486964,5.4,Sand,Alley,4
18,PVC,24,4.33505774,8,319.99,8.2,Clay,Easement,1
24,PVC,12,0.12,12.14,327.2149842,7.9,Rock,Street,1
48,PVC,8,0.8,5,314.8828458,5.4,Sand,Easement,3
62,VCP,8,0.349990979,11.05,490.9981075,4.8,Sand,Street,3
49,VCP,8,0.4,7,170.9298362,4.8,Sand,Alley,1
71,VCP,8,2.495580277,7.48,250.99,8.2,Loam,Street,3
28,VCP,15,0.4,5,329.4949035,8.2,Clay,Street,3
73,VCP,8,0.4,15,349.7796569,8.2,Sand,Street,1
62,PVC,10,0.39,10.22,591.5455592,8.2,Sand,Easement,3
22,RC,10,0.48,6.66,291.8238489,8.2,Clay,Street,1
73,VCP,6,2.192487539,4.75,35.78,7.9,Sand,Street,2
38,PVC,12,0.51,6,275,8.2,Clay,Street,1
67,VCP,8,0.51,12.82376895,22.89211647,8.2,Clay,Easement,3
58,PVC,10,0.38,8.85,295.7932522,8.2,Loam,Street,1
58,VCP,8,0.2,8,296.6771605,5.7,Sand,Street,3
19,VCP,8,0.34,7,311.1986388,8.2,Clay,Street,3
71,VCP,33,0.054009667,13,194.5238314,7.9,Clay,Street,3
54,RC,8,0.59,5,751.9250418,8.2,Clay,Alley,3
37,VCP,8,0.35,10.77,297.3716221,7.5,Clay,Alley,1
64,VCP,8,0.34,14.33,294.2122734,5.4,Sand,Street,1
71,RC,10,0.32,6.66,1029.601755,7.9,Clay,Street,3
69,VCP,8,1.08,8,103.6645328,5.4,Sand,Highway,5
57,VCP,8,0.8,11.05,419.6165476,4.8,Sand,Street,5
70,VCP,24,0.23,11,335.5002265,5.5,Gravel,Alley,4
60,PVC,24,0.37,15,403.8800506,7.9,Clay,Alley,1
40,VCP,24,0.27,7,451.0575601,5.7,Loam,Street,1
35,VCP,8,0.65,7,308.3562241,7.9,Rock,Street,1
15,VCP,8,2.4,8.31,102.5498635,5.4,Loam,Street,3
24,PVC,8,0.148712032,10.77,498.6431953,8.2,Clay,Highway,3
40,RC,8,0.4,10.22,84.62238391,5.4,Sand,Street,3
12,PVC,8,0.28,1.18,292.4920099,8.2,Clay,Street,1
26,RC,12,1,5,31.89158181,7.9,Sand,Street,1
62,PVC,8,0.6,7,171.0911698,7.9,Clay,Easement,1
58,VCP,8,1,5,305.8008859,8.2,Sand,Alley,3
12,PVC,6,0.42,7,160.5960476,5.4,Sand,Street,2
57,VCP,8,0.58,7.21,67.99561745,4.1,Sand,Street,3
31,PVC,8,0.43,10,98.79,7.9,Sand,Street,1
71,VCP,8,0.29,8.58,482.5337401,6.9,Clay,Street,3
36,VCP,8,0.63,10,22.06854483,7.5,Sand,Alley,3
36,RC,8,0.6,7,279.9738861,8.2,Loam,Street,1
32,PVC,8,0.2,17.35,360.3491976,4.1,Sand,Street,3
66,PVC,10,0.3,5,323.4318352,7.9,Gravel,Alley,3
22,VCP,15,0.34,7,186.0961481,8.2,Sand,Alley,1
37,RC,8,0.4,8,129.5912145,7.9,Sand,Alley,3
37,PVC,8,1,5,245.6629501,8.2,Loam,Easement,1
40,PVC,10,5.741152108,8.31,85.03565264,8.2,Clay,Street,1
62,VCP,10,0.06,7,636.536447,5.4,Loam,Alley,5
79,VCP,8,0.66,7,112.3243987,4.8,Sand,Street,3
65,VCP,8,0.47,6.12,291.5224154,4.8,Sand,Street,3
39,PVC,8,0.6,5,289.99,8.2,Rock,Street,1
42,VCP,8,1.507830685,5,312.0250035,4.1,Sand,Street,3
90,VCP,8,0.31,13,808.8928703,4.1,Loam,Alley,3
70,VCP,12,0.3,11.32,324,5.4,Sand,Street,3
13,PVC,8,1.3,5,231.8866994,7.9,Loam,Highway,1
31,VCP,8,0.16,7,251,7.4,Rock,Street,1
60,VCP,8,0.4,5,457.9543135,5.4,Sand,Alley,3
46,RC,8,1,15,136.122389,7.9,Loam,Alley,1
71,VCP,8,0.35,8,160.2024647,5.7,Sand,Street,5
32,PVC,8,0.03,11.32,256.3694914,5.4,Sand,Street,1
60,VCP,8,0.4,6.12,319.982948,5.5,Sand,Alley,3
29,PVC,8,0.72,5,348.9666611,7.9,Clay,Street,3
49,PVC,16,1.285730736,8,169.9907322,8.2,Clay,Street,1
78,RC,8,0.24,11.59,138.9754959,7.9,Sand,Street,3
71,VCP,8,0.33,5.57,294.2279119,8.2,Gravel,Street,1
15,VCP,8,1.281826964,7,169.334375,5.4,Sand,Street,1
17,PVC,8,3.011604036,8,91.42375353,8.2,Clay,Street,1
39,VCP,8,3.734271446,7.48,299.6780932,5.7,Loam,Street,3
15,RC,8,0.54,5.29,297.0120146,7.9,Clay,Easement,3
14,PVC,8,3.2,7,252.7984996,8.2,Clay,Street,1
66,RC,8,1,8.85,254.2883612,7.9,Clay,Street,2
71,VCP,8,0.27,17.9,263.0487399,5.8,Sand,Street,3
18,PVC,8,0.45,4.75,547.0409525,8.2,Sand,Street,3
35,VCP,8,0.3,8.85,358.568057,5.7,Sand,Street,3
67,VCP,15,0.4,7,345.0362082,6.8,Sand,Easement,2
52,VCP,12,0.26,10,297.2211245,5.7,Sand,Easement,3
70,VCP,8,1,5.57,225.9981292,5.5,Sand,Street,3
41,PVC,6,0.75,8.58,76.05565665,7.4,Clay,Easement,3
55,RC,10,0.4,8.85,286.1313572,6.7,Loam,Street,1
17,PVC,72,0.3,7,282.9598324,7.9,Loam,Street,1
71,RC,8,0.4,8,276,8.2,Clay,Easement,1
58,VCP,8,1.5,5,273.6916087,7.9,Clay,Street,3
18,RC,8,0.6,11.05,264.7845607,6.5,Clay,Street,3
30,PVC,8,0.3,7,338.39,5.7,Sand,Street,1
65,VCP,8,0.28,7,244,6.9,Clay,Street,1
25,PVC,12,0.3,10,251.6668042,5.5,Sand,Easement,3
42,PVC,8,0.6,8.03,292.7440774,7.9,Loam,Street,1
121,VCP,10,0.37,8.85,291.165963,7.9,Sand,Alley,3
63,VCP,10,0.4,10,235.1004202,7.4,Clay,Easement,2
20,VCP,8,0.6,12.96,92.70821223,7.5,Loam,Street,1
32,RC,8,0.44,5.29,91.4250823,5.5,Sand,Street,1
71,VCP,10,0.2,8.31,353.8436063,6.9,Loam,Street,3
42,RC,8,0.76,10,338.5954535,8.2,Loam,Easement,1
42,PVC,8,0.95,12.14,305.6539508,5.5,Sand,Street,1
58,RC,8,0.4,9.95,516.8861772,7.9,Sand,Street,1
63,VCP,8,0.4,6.12,526.3875984,5.4,Sand,Street,1
16,VCP,18,0.3,11.05,254.8067029,4.8,Sand,Highway,1
57,RC,8,0.35,7.530997803,238.2864917,6.8,Sand,Highway,1
34,PVC,15,1.014050832,7,30.0178419,8.2,Clay,Street,1
68,VCP,8,0.34,12.42,73.08537228,5.4,Sand,Alley,1
67,VCP,8,0.4,9.4,93.13050621,5.4,Sand,Street,3
24,PVC,10,0,11.59,100.7029936,6.5,Loam,Street,1
30,PVC,8,2.12,6,132.6013615,8.2,Clay,Easement,1
71,VCP,8,0.12,12.69,401.4776165,6.9,Sand,Easement,3
49,VCP,8,0.39,8,102.3531873,5.7,Sand,Street,1
58,VCP,8,0.64,7,66.50266179,7.9,Sand,Highway,1
17,PVC,6,1.75,7,22.07437493,5.4,Clay,Highway,1
66,VCP,8,0.24,14.61,335.9927632,5.7,Sand,Easement,5
42,VCP,8,0.2,8.85,656.7592393,6.7,Loam,Street,2
36,PVC,8,0.8,5,292.5703118,6.7,Loam,Street,1
90,VCP,10,0.33,10,187.7186893,7.9,Rock,Street,4
54,VCP,8,0.32,14.06,400.6156675,7.3,Gravel,Highway,1
72,VCP,24,0.2,10,83.9609572,4.8,Sand,Street,5
57,PVC,8,3,5,61.5639584,8.2,Clay,Highway,1
74,VCP,8,0.45,8,248.49,5.7,Sand,Street,3
60,PVC,6,0.6,12.69,147.2886786,7.5,Sand,Street,1
47,VCP,8,0.37,6.12,295.5763362,8.2,Clay,Street,3
71,VCP,8,0.29,7,754.1219691,8.2,Loam,Street,5
12,PVC,18,0.75,8,308.9130694,8.2,Clay,Street,1
31,VCP,8,0.022107626,19.54,336.6986254,4.8,Sand,Street,1
72,VCP,8,0.02,10,781.8084509,6.5,Sand,Street,3
62,RC,8,0.65,10,48.46092253,7.9,Clay,Street,1
65,VCP,8,0.78,7,139.2682548,5.4,Rock,Street,3
20,PVC,10,0.2,3.1,252.2342588,5.8,Sand,Street,3
63,RC,6,0.6,3.38,398.6998986,5.7,Loam,Street,1
46,RC,8,0.6,5,637.5968537,5.4,Loam,Easement,3
100,VCP,8,0.4,11.59,182.0100721,5.7,Rock,Street,3
17,VCP,8,0.3,5,299.8764925,6.5,Clay,Street,1
47,VCP,12,0.38,8.03,1063.805926,8.2,Clay,Street,3
25,VCP,18,0.39,9.4,317.9225481,4.8,Loam,Highway,3
18,PVC,6,1,5,7.034318337,5.8,Sand,Street,1
59,PVC,15,0.71,8.58,257.2412365,8.2,Sand,Street,3
66,VCP,8,0.4,5,345.654844,7.9,Rock,Street,1
36,PVC,8,2.6,8,243.5271998,8.2,Clay,Street,3
21,PVC,72,0.39,9.625521381,400.8010149,7.9,Loam,Easement,4
48,PVC,8,0.4,7,515.9208227,4.8,Sand,Street,3
36,PVC,10,0.15,13.79,357.8927605,7.4,Sand,Street,3
82,VCP,8,0.39,10,111.5824146,4.8,Sand,Street,3
54,PVC,72,0.017,13.79,338.39,8.2,Loam,Street,1
54,VCP,8,4,2.55,290.6288397,5.7,Clay,Street,1
23,PVC,8,2.355551004,3.1,535.7096289,7.9,Clay,Street,1
48,VCP,8,0.4,7,273.9865549,5.7,Clay,Highway,3
44,PVC,6,0.48,8.85,374.2842613,8.2,Loam,Street,1
60,PVC,10,0.1,7.21,594.0867948,8.2,Sand,Easement,1
79,VCP,10,0.131757932,9.68,334,8.2,Rock,Alley,3
62,VCP,6,0.36,10,84.39342764,5.7,Sand,Alley,4
53,RC,21,0.12,15.98,299.992643,8.2,Clay,Alley,5
15,RC,8,0.4,7,223.9189246,6.5,Sand,Street,1
71,VCP,8,0.6,10,275.9986719,8.2,Clay,Street,1
12,VCP,8,0.39,8,276.6789985,6.85,Clay,Street,1
58,RC,6,0.46,10,383.3716211,4.8,Clay,Street,3
37,PVC,8,7.614179491,7.21,299.99,7.5,Rock,Street,1
72,VCP,8,0.2,8,164.9391781,5.7,Sand,Street,2
25,VCP,8,5,6,338.3031267,6.7,Loam,Street,1
83,VCP,8,0.75,5,303.2990169,4.8,Sand,Easement,5
11,PVC,8,0.4,8.58,49.12063373,6.8,Clay,Highway,1
62,PVC,8,0.45,10,326.6839421,8.2,Loam,Alley,1
63,VCP,10,0.15,5,254.4190309,7.4,Sand,Street,5
62,PVC,8,0.28,5,403.7046774,7.9,Sand,Street,3
23,PVC,8,0.5,5.29,170.0039794,7.9,Sand,Street,1
25,RC,12,0.04,19.54,43.45458999,5.4,Loam,Street,1
64,PVC,12,0.4,7,234.582328,8.2,Loam,Street,1
59,VCP,8,0.39,5,457.5262951,7.9,Sand,Alley,3
18,PVC,12,0.31,5,232.1145236,5.4,Clay,Street,3
70,VCP,8,2.150931105,8,78.85835952,8.2,Sand,Easement,1
46,VCP,12,0,11.87,729.5093695,7.9,Sand,Street,4
17,PVC,8,0.51,8,317.0275266,6.7,Clay,Street,1
58,VCP,6,2.45917286,5,160.2079785,5.4,Sand,Street,1
66,VCP,8,0.2,8.03,348.2365994,4.1,Sand,Street,3
39,PVC,48,0.57,13,322.7651475,8.2,Clay,Alley,1
18,PVC,36,0.32,8.58,73.35102408,8.2,Clay,Street,1
70,RC,8,0.33,11.05,16.95007439,4.8,Clay,Street,2
65,VCP,24,0.21,7,265.9625763,8.2,Rock,Street,3
21,PVC,24,0.41,9,93.62959589,7.9,Clay,Street,1
66,VCP,10,0.24,5,299.99,7.5,Sand,Street,1
22,VCP,8,1.1,7,530.63051,5.7,Clay,Street,1
43,VCP,30,0.04,13.24,293.9954436,7.9,Sand,Easement,1
65,VCP,8,0.26,6.12,339.92,7.9,Clay,Street,3
57,VCP,10,0,7.76,243.6324497,8.2,Clay,Street,3
13,PVC,8,0.8,9.13,347.0017151,5.7,Sand,Street,1
15,PVC,12,0.37,8,189.1512796,7.9,Sand,Easement,1
10,PVC,10,1.85,7,164.5757415,8.2,Clay,Street,1
65,VCP,8,0.71,8,182.5198384,5.7,Rock,Alley,1
57,PVC,8,1,7,150.4910917,8.2,Clay,Street,3
64,VCP,8,3.987864728,8,80.59652153,5.5,Sand,Street,3
60,VCP,8,0.38,8.85,42.3600472,6.9,Sand,Highway,1
20,VCP,8,0.68,7,107.66,8.2,Clay,Highway,1
91,VCP,8,0.33,3.1,286.5929984,7.9,Sand,Highway,3
31,PVC,8,0.4,7,190.4989617,7.9,Sand,Street,1
20,PVC,8,0.39,8.31,245.1581031,6.8,Sand,Alley,1
67,VCP,8,0.461010289,11.32,192.9430621,5.8,Sand,Street,1
62,VCP,8,0.2,8.85,319.1342563,7.9,Sand,Street,2
66,VCP,10,0.11268193,8.31,262.605914,7.9,Sand,Alley,5
63,VCP,8,0.2,12.42,181.0002785,8.2,Sand,Street,1
54,VCP,10,0.15,5,404.1608818,4.8,Sand,Street,3
55,PVC,8,0.5,10.5,301.4010611,4.8,Sand,Easement,1
57,PVC,8,0.4,8,299.99,6.9,Loam,Alley,3
58,VCP,8,0.2,8.03,198.2905982,5.5,Loam,Alley,3
60,VCP,8,0.54,7,22.57686903,5.4,Sand,Street,1
21,PVC,8,0.55,11.87,330.4200851,8.2,Clay,Alley,1
46,VCP,10,0.47,7,116.1039077,8.2,Clay,Alley,1
70,VCP,8,0.56,8.85,334.8024773,5.7,Sand,Street,1
11,PVC,8,0.5,7,88.70080531,4.8,Sand,Street,1
46,PVC,8,0.8,5,192.7774119,8.2,Clay,Street,3
18,PVC,12,0.42,15.43,394.4878188,8.2,Clay,Alley,1
66,VCP,8,0.37,7.76,105.1718136,7.9,Clay,Street,3
8,PVC,8,0.36,7.48,1758.526981,8.2,Clay,Easement,1
13,PVC,12,0.39,7,26.00399389,8.2,Loam,Alley,1
65,RC,10,0.4,12,219.814331,6.8,Sand,Street,1
65,VCP,8,0.42,7,359.8199416,4.8,Sand,Street,3
25,PVC,8,2.03,5,131.9413101,6.5,Clay,Street,1
12,PVC,8,0.66,10.77,485.8648958,8.2,Sand,Easement,1
71,VCP,8,0.18,8,330.1241107,6.9,Clay,Street,3
89,VCP,10,0.4,4.75,231.8012703,4.8,Sand,Highway,3
42,PVC,8,0.54,8.31,126.0223743,8.2,Sand,Alley,1
46,VCP,8,0.4,2.28,43.47443028,7.9,Loam,Street,1
61,RC,8,0.5,7,242.9474319,8.2,Clay,Alley,3
36,VCP,54,0.35,9.95,663.8767133,6.5,Clay,Street,1
101,VCP,8,0.2,8,274.5488483,8.2,Sand,Alley,2
60,VCP,8,0,9.4,298.7152896,4.8,Sand,Street,3
30,PVC,12,0.36,8.58,400.3283779,8.2,Loam,Street,2
78,VCP,6,0.49,10,125.5719415,8.2,Clay,Easement,3
66,PVC,15,0.957272459,7,131.2998054,5.5,Loam,Street,5
67,VCP,24,0.030673429,5,383.5705316,7.9,Clay,Street,3
56,VCP,8,0.2,10.22,173.5256137,7.9,Clay,Street,3
35,PVC,12,0.88,6.39,607.9037603,8.2,Clay,Easement,1
51,VCP,8,0.3,11,346.2165439,7.9,Clay,Street,1
71,VCP,8,0.14,10,367.0790009,5.4,Sand,Street,1
66,PVC,8,0.32,5,115.7370456,7.9,Rock,Easement,1
15,PVC,10,0.44,7,399.9761193,6.5,Clay,Street,1
